Entry ID,Jurisdiction ,Date announced,Date implemented,Intervention category,"Intervention 
type",Intervention summary,"Primary source (news release 
or specific resource)","Secondary 
source",Action,Level,"Indigenous 
population group"
QC1037,Que.,2021-11-17,2021-11-17,State of emergency,State of emergency,"Who: Minister of health and social services
What: Extended the public health state of emergency
Effective until: 2021-11-26",https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/decret-1433-2021-anglais.pdf?1637239349,Not applicable,Not applicable,Provincial/territorial,No
QC1038,Que.,2021-11-24,2021-11-24,State of emergency,State of emergency,"Who: Minister of health and social services
What: Extended the public health state of emergency
Effective until: 2021-12-03",https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/Decret1456-2021_ANG.pdf?1637793642,Not applicable,Not applicable,Provincial/territorial,No
QC1039,Que.,2021-12-01,2021-12-01,State of emergency,State of emergency,"Who: Minister of health and social services
What: Extended the public health state of emergency 
Effective until: 2021-12-10",https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/decret-1489-2021-anglais.pdf?1638455110,Not applicable,Not applicable,Provincial/territorial,No
QC1040,Que.,2021-12-08,2021-12-08,State of emergency,State of emergency,"Who: Minister of health and social services
What: Extended the public health state of emergency
Effective until: 2021-12-17",https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/decret-1510-2021-anglais.pdf?1639053722,Not applicable,Not applicable,Provincial/territorial,No
QC1041,Que.,2021-12-15,2021-12-15,State of emergency,State of emergency,"Who: Minister of health and social services
What: Extended the public health state of emergency
Effective until: 2021-12-24",https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/decret-1540-2021-anglais.pdf?1639662043,Not applicable,Not applicable,Provincial/territorial,No
QC1042,Que.,2021-12-22,2021-12-22,State of emergency,State of emergency,"Who: Minister of health and social services
What: Extended the public health state of emergency
Effective until: 2021-12-31",https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/decret-1624-2021-anglais.pdf?1640197393,Not applicable,Not applicable,Provincial/territorial,No
QC1043,Que.,2021-12-29,2021-12-29,State of emergency,State of emergency,"Who: Minister of health and social services
What: Extended the public health state of emergency
Effective until: 2022-01-07",https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/decret-1628-2021-anglais.pdf?1640807452,Not applicable,Not applicable,Provincial/territorial,No
QC1044,Que.,2022-01-05,2022-01-05,State of emergency,State of emergency,"Who: Minister of health and social services
What: Extended the public health state of emergency
Effective until: 2022-01-14",https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/decret-1-2022-anglais.pdf?1641416094,Not applicable,Not applicable,Provincial/territorial,No
QC1045,Que.,2022-01-12,2022-01-12,State of emergency,State of emergency,"Who: Minister of health and social services
What: Extended the public health state of emergency
Effective until: 2022-01-21",https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/Decret_4-2022-anglais.pdf?1642024840,Not applicable,Not applicable,Provincial/territorial,No
QC1046,Que.,2022-01-19,2022-01-19,State of emergency,State of emergency,"Who: Minister of health and social services
What: Extended the public health state of emergency
Effective until: 2022-01-28",https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/decret_51-2022-anglais.pdf?1642688503,Not applicable,Not applicable,Provincial/territorial,No
QC1047,Que.,2022-01-26,2022-01-26,State of emergency,State of emergency,"Who: Minister of health and social services
What: Extended the public health state of emergency
Effective until: 2022-02-04",https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/decret-94-2022-anglais.pdf?1643288165,Not applicable,Not applicable,Provincial/territorial,No
QC1048,Que.,2022-01-19,2022-01-19,Health services,Health services — other,"Who: Minister of health and social services
What: Duly noted the conclusions and welcomed the recommendations in the final report produced by the health and welfare commissioner (CSBE), Le devoir de faire autrement. The mandate given to the CSBE was to evaluate the performance of the health and social services system during the 1st wave of the pandemic with particular attention paid to the care and services offered to the elderly. In addition to the recommendations, the CSBE report also identified some of the factors that contributed to the sad situation experienced in Quebec during the 1st wave, notably in the long-term care sector, including the level of pandemic preparedness, underfunding of public health, both the lack of and mobility of the workforce in long-term care settings, and infection prevention and control practices.
Effective until: ",https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-3390/,https://www.csbe.gouv.qc.ca/aines-covid19/mandat/rapport-final.html,Not applicable,Provincial/territorial,No
QC1049,Que.,2022-01-20,2022-01-20,Case management,Case management — education,"Who: Ministère de la Santé et des Services sociaux
What: Announced that rapid COVID-19 tests will be made available to secondary school students; these tests are to be used in school by students who develop symptoms over the course of the day (similar protocol to school staff); once the results are obtained, the student will be obliged to follow the isolation protocols that apply to their situation
Effective until: ",https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-3394/,Not applicable,Not applicable,Provincial/territorial,No
QC1050,Que.,2022-01-20,2022-01-20,Vaccine,Vaccine — implementation plans and frameworks,"Who: Minister of health and social services
What: Announced that some health and social services authorities will be organizing vaccination activities in schools in order to administer 2nd doses, particularly in those schools with lower vaccination rates
Effective until: ",https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-3394/,Not applicable,Not applicable,Provincial/territorial,No
QC1051,Que.,2022-01-24,2022-01-24,Vaccine,Vaccine — implementation plans and frameworks,"Who: Deputy minister for health and social services
What: The deputy minister has been mandated to reach out to all non-vaccinated persons using a strategy to make vaccination more accessible: initially, the actions taken will be within Montréal, particularly neighbourhoods with low vaccination coverage; several actions are already under way with more to come (see primary source for additional details)
Effective until: ",https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-3397/,Not applicable,Not applicable,Provincial/territorial,No
QC1052,Que.,2022-01-25,2022-01-25,Case management,Case management — other,"Who: Minister of health and social services
What: Announced that a COVID-19 rapid test self-reporting platform is now available to Quebecers; will allow people to transmit their rapid test result, whether negative or positive, for statistical purposes and to better combat the spread of the virus in the community
Effective until: ",https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-3400/,Not applicable,Not applicable,Provincial/territorial,No
QC1053,Que.,2021-11-23,2021-11-24,Vaccine,Vaccine — population to be vaccinated,"Who: Office of the Premier
What: Announced that vaccination of children age 5 to 11 can begin tomorrow in mass vaccination centres, and as of 2021-11-29 in several elementary schools; recommended interval is 8 weeks or more between the 2 doses
Effective until: ",https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-la-campagne-de-vaccination-des-enfants-de-5-a-11-ans-commence-des-demain-851829314.html,Not applicable,Not applicable,Provincial/territorial,No
QC1054,Que.,2021-12-22,2021-12-22,Distancing,Distancing — gatherings,"Who: Office of the minister of health and social services
What: Confirmed that private gatherings will be able to have a maximum of 10 persons up until 2021-12-25; this ammends the announcement that the restrictions surrounding private gatherings will be relaxed and a maximum of 20 people will be allowed inside homes as of 2021-12-23
Effective until: ",https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-des-rassemblements-autorises-a-noel-mais-qui-devront-se-derouler-dans-la-plus-grande-prudence-863702040.html,https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-3333/,Tightening,Provincial/territorial,No
QC1055,Que.,2021-12-22,2021-12-26,Distancing,Distancing — gatherings,"Who: Office of the minister of health and social services
What: Limited gatherings to a maximum of 6 people (or the occupants of 2 residences) in private homes, tourist accommodations and rented rooms
Effective until: ",https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-des-rassemblements-autorises-a-noel-mais-qui-devront-se-derouler-dans-la-plus-grande-prudence-863702040.html,Not applicable,Tightening,Provincial/territorial,No
QC1056,Que.,2021-12-22,2021-12-26,Closures/openings,Closures/openings — non-essential services,"Who: Office of the minister of health and social services
What: Announced that 6 people (or the occupants of 2 residences), at most, will be permitted at a single table in a restaurant
Effective until: ",https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-des-rassemblements-autorises-a-noel-mais-qui-devront-se-derouler-dans-la-plus-grande-prudence-863702040.html,Not applicable,Tightening,Provincial/territorial,No
QC1057,Que.,2021-12-30,2021-12-30,Closures/openings,Closures/openings — education,"Who: Office of the Premier 
What: Announced that the start of the school year for elementary schools, secondary schools, adult general education and in-person vocational training is postponed to 2022-01-17 in all regions of Quebec; any learning taking place between now and then will be done remotely; school child care remains open to parents who really need it, in particular essential workers
Effective until: ",https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-plusieurs-mesures-additionnelles-entreront-en-vigueur-des-demain-864184635.html,https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-acceleration-de-la-vaccination-et-resserrement-des-mesures-pour-freiner-la-transmission-816033135.html,Tightening,Provincial/territorial,No
QC1058,Que.,2021-12-30,2021-12-31,Distancing,Distancing — gatherings,"Who: Office of the Premier 
What: Limited indoor gatherings to the occupants of the same residence; some exceptions may apply such as a visitor who is there to provide a service or support, or a single person (with their children, if applicable) who is permitted to join a family bubble
Effective until: ",https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-plusieurs-mesures-additionnelles-entreront-en-vigueur-des-demain-864184635.html,Not applicable,Tightening,Provincial/territorial,No
QC1059,Que.,2021-12-30,2021-12-31,Closures/openings,Closures/openings — non-essential services,"Who: Office of the Premier 
What: Restaurants restricted to takeout and delivery only, dine-in prohibited; closed non-essential businesses on Sundays, except for certain businesses such as convenience stores, gas stations and pharmacies
Effective until: ",https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-plusieurs-mesures-additionnelles-entreront-en-vigueur-des-demain-864184635.html,Not applicable,Tightening,Provincial/territorial,No
QC1060,Que.,2021-12-30,2021-12-31,Closures/openings,Closures/openings — recreation,"Who: Office of the Premier 
What: Limited recreational events to outdoor events only; indoor sports limited to single person or occupants of same residence; indoor facilities of downhill ski centres and snowmobile relays will be open only to allow people to warm up and have access to the comfort station
Effective until: ",https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-plusieurs-mesures-additionnelles-entreront-en-vigueur-des-demain-864184635.html,Not applicable,Tightening,Provincial/territorial,No
QC1062,Que.,2021-12-16,2021-12-20,Closures/openings,Closures/openings — non-essential services,"Who: Office of the Premier
What: Reduced capacity on shopping centres, stores, restaurants and bars to 50%; no more than 10 persons at a table at a time; no dancing or karaoke is permitted, and persons must remain seated
 Effective until: ",https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-acceleration-de-la-vaccination-et-resserrement-des-mesures-pour-freiner-la-transmission-816033135.html,Not applicable,Tightening,Provincial/territorial,No
QC1063,Que.,2021-12-16,2021-12-20,Closures/openings,Closures/openings — recreation,"Who: Office of the Premier
What: Limited recreational activities like gyms, spas and public events to 50% capacity (mask wearing and vaccine passports apply); suspended sports tournaments or competitions; limited the practice of any indoor sports-leisure activity to a maximum of 25 persons
Effective until: ",https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-acceleration-de-la-vaccination-et-resserrement-des-mesures-pour-freiner-la-transmission-816033135.html,Not applicable,Tightening,Provincial/territorial,No
QC1064,Que.,2021-12-16,2021-12-20,Distancing,Distancing — gatherings,"Who: Office of the Premier
What: Announced that the vaccine passport is required for essential public activities (assemblies, meetings), as well as a reduction of venue capacity by 50% (up to a maximum of 250 persons, who must remain seated)
Effective until: ",https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-acceleration-de-la-vaccination-et-resserrement-des-mesures-pour-freiner-la-transmission-816033135.html,Not applicable,Tightening,Provincial/territorial,No
QC1065,Que.,2021-12-16,2021-12-16,Vaccine,Vaccine — implementation plans and frameworks,"Who: Office of the Premier
What: Reduced the recommended interval between the 2nd dose and 3rd (booster) dose of vaccine to 3 months
Effective until: ",https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-acceleration-de-la-vaccination-et-resserrement-des-mesures-pour-freiner-la-transmission-816033135.html,Not applicable,Not applicable,Provincial/territorial,No
QC1066,Que.,2022-01-13,2022-01-17,Distancing,Distancing — other,"Who: Office of the Premier 
What: Ended the curfew throughout Quebec
Effective until: ",https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-fin-du-couvre-feu-et-elargissement-du-passeport-vaccinal-a-certains-commerces-866094410.html,Not applicable,Easing,Provincial/territorial,No
QC1067,Que.,2022-01-13,2022-01-17,Closures/openings,Closures/openings — non-essential services,"Who: Office of the Premier 
What: Announced that the measure requiring the closure of non-essential businesses on Sundays will end
Effective until: ",https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-fin-du-couvre-feu-et-elargissement-du-passeport-vaccinal-a-certains-commerces-866094410.html,Not applicable,Easing,Provincial/territorial,No
QC1068,Que.,2022-01-13,2022-01-24,Closures/openings,Closures/openings — non-essential services,"Who: Office of the Premier 
What: Announced that a valid vaccine passport will be required to access businesses whose area is greater than 1,500 square metres (with the notable exception of businesses whose main sector of activity is the sale of grocery or pharmaceutical products) 
Effective until: ",https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-fin-du-couvre-feu-et-elargissement-du-passeport-vaccinal-a-certains-commerces-866094410.html,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/AM_2022-007-anglais.pdf?1642979687,Tightening,Provincial/territorial,No
QC1069,Que.,2022-01-25,2022-01-31,Distancing,Distancing — gatherings,"Who: Office of the Premier 
What: Increased gathering limits in private homes to occupants of 2 residences, or a maximum of 4 people
Effective until: ",https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-plusieurs-assouplissements-a-compter-du-31-janvier-863280685.html,Not applicable,Easing,Provincial/territorial,No
QC1070,Que.,2022-01-25,2022-01-31,Closures/openings,Closures/openings — non-essential services,"Who: Office of the Premier 
What: Announced that restaurant dining rooms can reopen with the occupants of 2 residences, or a maximum of 4 persons, per table; indoor capacity is reduced to 50% and a minimum distance of 1 metre between tables; the sale of alcohol stops at 11 p.m. and must close by 12 midnight (note that bars, taverns and casinos will remain closed for the time being)
Effective until: ",https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-plusieurs-assouplissements-a-compter-du-31-janvier-863280685.html,Not applicable,Easing,Provincial/territorial,No
QC1071,Que.,2022-01-25,2022-01-31,Closures/openings,Closures/openings — recreation,"Who: Office of the Premier 
What: Reopened indoor facilities of ski chalets and other winter sports to 50% capacity; opened some special indoor venues (including the Biodôme, the Planetarium, aquariums, botanical gardens, insectariums, zoological gardens) at 50% capacity; permitted indoor non-professional sports or leisure activities, including classes for up to 25 people 
Effective until: ",https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-plusieurs-assouplissements-a-compter-du-31-janvier-863280685.html,Not applicable,Easing,Provincial/territorial,No
QC1072,Que.,2022-01-25,2022-01-31,Closures/openings,Closures/openings — education,"Who: Office of the Premier 
What: Reopened recreation centres for sport-study programs and training facilities for student athletes, and resumed extra cirricular activities (vaccine passport required)
Effective until: ",https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-plusieurs-assouplissements-a-compter-du-31-janvier-863280685.html,Not applicable,Easing,Provincial/territorial,No
QC1073,Que.,2022-01-25,2022-02-07,Distancing,Distancing — gatherings,"Who: Office of the Premier 
What: Permitted places of worship to operate at 50% capacity (to a maximum of 250 people), vaccine passport required; funeral ceremonies, viewing of the body/ashes, etc. can have a maximum of 50 persons in attendance in an indoor space, vaccine passport not required
Effective until: ",https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-plusieurs-assouplissements-a-compter-du-31-janvier-863280685.html,Not applicable,Easing,Provincial/territorial,No
QC1074,Que.,2022-01-25,2022-02-07,Closures/openings,Closures/openings — recreation,"Who: Office of the Premier 
What: Increased capacity limits for public events (notably cinemas and auditoriums/concert halls) to 50%, to a maximum of 500 persons indoors and to 1,000 person capacity outdoors; vaccine passports required
Effective until: ",https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-plusieurs-assouplissements-a-compter-du-31-janvier-863280685.html,Not applicable,Easing,Provincial/territorial,No
QC1075,Que.,2022-01-25,2022-01-31,Health services,Health services — visitors/patients/residents,"Who: Office of the Premier 
What: Announced that residents of residential and long-term care centres and intermediate resources housing seniors, may only have 1 informal caregiver visiting at a time, for a maximum of up to 2 per day
Effective until: ",https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-plusieurs-assouplissements-a-compter-du-31-janvier-863280685.html,Not applicable,Easing,Provincial/territorial,No
QC1076,Que.,2022-01-25,2022-01-31,Health services,Health services — visitors/patients/residents,"Who: Office of the Premier 
What: Announced that residents of private seniors' residences, may have up to 2 informal caregivers visiting at a time, with a maximum of 4 informal caregivers visiting per day; 1 informal caregiver will be able to accompany the resident to the dining room
 Effective until: ",https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-plusieurs-assouplissements-a-compter-du-31-janvier-863280685.html,Not applicable,Easing,Provincial/territorial,No
QC1077,Que.,2021-11-02,2021-11-15,Distancing,Distancing — gatherings,"Who: Minister of health and social services
What: Eased restrictions for essential public gatherings (e.g., those related to work or ceremonies such as weddings, funerals or religious ceremonies); vaccine passport will not be mandatory, but a distance of 1 metre between persons, the wearing of a face covering and a limit of 250 people indoors (500 outside) must be respected; all participants will be allowed to stand (a seat, assigned or not, will not be required) and dance
Effective until: ",https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-3250/,Not applicable,Easing,Provincial/territorial,No
QC1079,Que.,2021-11-25,2021-11-25,Case management,Case management — education,"Who: Office of the minister of health and social services
What: Announced the distribution of rapid tests to all preschool and elementary schools in the Estrie region; these tests are intended to screen all students in a class when 1 of their classmates receives a positive COVID-19 test result from a testing centre; all students, even those without symptoms, will be tested, unless parental consent has not been obtained; tests will be conducted by St. John Ambulance personnel
Effective until: ",https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-appel-a-la-vigilance-en-estrie-889092905.html,Not applicable,Not applicable,Regional,No
QC1080,Que.,2022-01-10,2022-01-03,Vaccine,Vaccine — implementation plans and frameworks,"Who: Government of Quebec
What: Upon request of the government of Quebec, the Canadian Armed Forces are helping manage COVID-19 vaccinations amidst the rising hospitalizations and overall increased pressure on the province's health care system during the Omicron wave; soldiers are helping facilitate vaccination of the public by helping with administrative and logisitical tasks; the soldiers have been providing support in vaccination centres in several regions including Montréal, Laval and the Eastern Townships
Effective until: ","https://www.cbc.ca/news/canada/montreal/canadian-armed-forced-speed-up-vaccination-quebec-1.6309025#:~:text=Some%20200%20members%20of%20the,province%20amid%20the%20Omicron%20wave.",Not applicable,Not applicable,Regional,No
QC1083,Que.,2022-01-11,2022-01-12,Vaccine,Vaccine — other,"Who: Premier
What: Announced that province would be imposing a ""une contribution santé"" (health tax) on Quebecers who refuse to get their 1st dose of a COVID-19 vaccine for non-medical reasons in the coming weeks
Effective until: ",https://www.cbc.ca/news/canada/montreal/unvaccinated-health-contribution-quebec-1.6311054,https://ici.radio-canada.ca/nouvelle/1853357/demission-arruda-legault-boileau-direction-sante-publique-contribution,Not applicable,Provincial/territorial,No
QC1084,Que.,No data,2021-12-22,Contextual information,Contextual information — holiday,"Who: Minister of health and social services
What: Winter break for all Que. schools: return to school delayed in all regions
Effective until: 2021-01-17",https://publicholidays.net/school-holidays/quebec/central-quebec-school-board/,https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-plusieurs-mesures-additionnelles-entreront-en-vigueur-des-demain-864184635.html,Not applicable,Provincial/territorial,No
QC1085,Que.,2021-12-30,2021-12-31,Distancing,Distancing — gatherings,"Who: Office of the Premier 
What: Closed places of worship, except for funerals
Effective until: ",https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-plusieurs-mesures-additionnelles-entreront-en-vigueur-des-demain-864184635.html,Not applicable,Tightening,Provincial/territorial,No
SK385,Sask.,2021-10-15,2021-10-18,Closures/openings,Closures/openings — non-essential services,"Who: Government of Saskatchewan
What: Announced proof of vaccination or a negative test will be required at point of entry to access seated dining in all restaurants, including fast food restaurants, and stores/manufacturers with liquor sales
Effective until:",https://www.saskatchewan.ca/government/news-and-media/2021/october/15/new-public-health-order-requires-proof-of-vaccination-in-additional-venues,Not applicable,Not applicable,Provincial/territorial,No
SK386,Sask.,2021-10-15,2021-10-18,Closures/openings,Closures/openings — recreation,"Who: Government of Saskatchewan
What: Announced proof of vaccination or a negative test will be required at point of entry to access theatres, cinemas, bingo halls, casinos, concerts, fitness centres and gyms, and certain facilities hosting sporting events 
Effective until:",https://www.saskatchewan.ca/government/news-and-media/2021/october/15/new-public-health-order-requires-proof-of-vaccination-in-additional-venues,Not applicable,Not applicable,Provincial/territorial,No
SK387,Sask.,2021-10-15,2021-10-18,Case management,Case management — other,"Who: Government of Saskatchewan
What: Announced the distribution of 2.6 million at-home rapid test kits to the general public including First Nations communities to support asymptomatic COVID-19 surveillance
Effective until:",https://www.saskatchewan.ca/government/news-and-media/2021/october/15/test-to-protect--at-home-self-testing-kits-available-the-week-of-october-18,Not applicable,Not applicable,Provincial/territorial,Yes
SK388,Sask.,2021-10-15,2021-10-18,Case management,Case management — education,"Who: Government of Saskatchewan 
What: Announced schools will receive a new supply of 720,000 rapid antigen test kits 
Effective until:",https://www.saskatchewan.ca/government/news-and-media/2021/october/15/test-to-protect--at-home-self-testing-kits-available-the-week-of-october-18,Not applicable,Not applicable,Provincial/territorial,No
SK389,Sask.,2021-10-19,2021-10-25,Vaccine,Vaccine — population to be vaccinated,"Who: Government of Saskatchewan 
What: Announced all individuals 65 years and older, individuals 50 years and older living in the far north and those living on First Nation communities, certain health care workers, and immunocompromised individuals born 2009 or earlier are eligible for 3rd dose vaccination
Effective until:",https://www.saskatchewan.ca/government/news-and-media/2021/october/19/stick-it-to-covid-expanding-booster-dose-eligibility,Not applicable,Not applicable,Provincial/territorial,Yes
SK390,Sask.,2021-10-25,2021-10-25,Case management,Case management — treatment,"Who: Government of Saskatchewan
What: Announced 1-time monoclonal antibodies treatment will be available to treat eligible clinically appropriate patients who have contracted COVID-19, with the intent of preventing unvaccinated or severely immunosuppressed residents from requiring hospitalization
Effective until:",https://www.saskatchewan.ca/government/news-and-media/2021/october/25/monoclonal-antibody-treatments-available-to-eligible-covid-positive-patients,Not applicable,Not applicable,Provincial/territorial,No
SK391,Sask.,2021-10-26,2021-10-26,Vaccine,Vaccine — implementation plans and frameworks,"Who: Government of Saskatchewan
What: Announced the expansion of COVID-19 vaccine availability through routine vaccination efforts in physician offices
Effective until:",https://www.saskatchewan.ca/government/news-and-media/2021/october/26/stick-it-to-covid-expanding-physician-engagement-on-vaccinations,Not applicable,Not applicable,Provincial/territorial,No
SK392,Sask.,2021-10-26,2021-10-26,Vaccine,Vaccine — implementation plans and frameworks,"Who: Government of Saskatchewan 
What: Announced plans to immunize children 5 to 11 years of age, including from Indigenous Services Canada (ISC) and Northern Inter-Tribal Health Authority (NITHA), with the COVID-19 Pfizer vaccine
Effective until:",https://www.saskatchewan.ca/government/news-and-media/2021/october/26/saskatchewan-planning-delivery-of-vaccinations-for-5-to-11-year-olds,https://www.saskatchewan.ca/government/news-and-media/2021/november/22/stick-it-to-covid-pediatric-vaccinations-approved,Not applicable,Provincial/territorial,Yes
SK393,Sask.,2021-11-15,2021-11-15,Closures/openings,Closures/openings — non-essential services,"Who: Government of Saskatchewan
What: Announced restaurants that hold a liquor permit will be able to sell alcohol with takeout/delivery orders
Effective until:",https://www.saskatchewan.ca/government/news-and-media/2021/november/15/additional-options-for-customers-to-purchase-beverage-alcohol,Not applicable,Easing,Provincial/territorial,No
SK394,Sask.,2021-11-16,2021-11-17,Vaccine,Vaccine — population to be vaccinated,"Who: Government of Saskatchewan
What: Announced Johnson & Johnson vaccinations will be available to individuals 18 years and older in Regina, Saskatoon, Estevan, Prince Albert, Melfort, Swift Current, North Battleford and Lloydminster
Effective until:",https://www.saskatchewan.ca/government/news-and-media/2021/november/16/stick-it-to-covid-johnson--johnson-vaccinations-available-starting-november-17,Not applicable,Not applicable,Regional,No
SK395,Sask.,2021-11-16,2021-11-16,Vaccine,Vaccine — purchasing and allocation,"Who: Government of Saskatchewan
What: Received 1st shipment of 2,500 single doses of the Johnson & Johnson vaccine
Effective until:",https://www.saskatchewan.ca/government/news-and-media/2021/november/16/stick-it-to-covid-johnson--johnson-vaccinations-available-starting-november-17,Not applicable,Not applicable,Provincial/territorial,No
SK396,Sask.,2021-11-23,2021-11-24,Vaccine,Vaccine — population to be vaccinated,"Who: Government of Saskatchewan
What: Announced the start of administering COVID-19 immunizations to children 5 to 11 years in Regina and Saskatoon and expanding to other communities and regions through the week
Effective until:",https://www.saskatchewan.ca/government/news-and-media/2021/november/23/stick-it-to-covid--population-eligible-for-vaccination-expanding,Not applicable,Not applicable,Regional,No
SK397,Sask.,2021-12-03,2021-12-03,Case management,Case management — other,"Who: Government of Saskatchewan
What: Announced the expansion of the free rapid test kit program to 41 Co-op locations across the province through a partnership between the Saskatchewan Public Safety Agency and Federated Co-operatives Limited 
Effective until:",https://www.saskatchewan.ca/government/news-and-media/2021/december/03/test-to-protect---rapid-test-program-expands-to-41-co-op-locations,Not applicable,Not applicable,Provincial/territorial,No
SK398,Sask.,2021-12-07,2021-12-07,Vaccine,Vaccine — population to be vaccinated,"Who: Government of Saskatchewan 
What: Increased eligibility for 3rd doses and reduced interval from 6 to 5 months for the following groups: individuals age 50 and older, individuals 18 years and older living in the far north and those living on First Nation communities, all health care workers and those born in 2009 or earlier with specific underlying health conditions (e.g., diabetes)
Effective until:",https://www.saskatchewan.ca/government/news-and-media/2021/december/07/stick-it-to-covid--increasing-the-number-of-residents-eligible-for-booster-doses,Not applicable,Not applicable,Regional,Yes
SK399,Sask.,2021-12-16,2021-12-20,Vaccine,Vaccine — population to be vaccinated,"Who: Government of Saskatchewan 
What: Announced all individuals 18 years or older are eligible for a booster vaccine 3 months from their 2nd dose
Effective until:",https://www.saskatchewan.ca/government/news-and-media/2021/december/16/saskatchewan-expands-booster-dose-program,Not applicable,Not applicable,Provincial/territorial,No
SK400,Sask.,2021-12-30,2021-12-30,Case management,Case management — test criteria,"Who: Government of Saskatchewan 
What: Announced asymptomatic residents who receive a positive COVID-19 result on a rapid antigen test will no longer be recommended to receive a confirmatory PCR test
Effective until:",https://www.saskatchewan.ca/government/news-and-media/2021/december/30/updating-covid-19-testing-and-case-management-guidelines,Not applicable,Not applicable,Provincial/territorial,No
SK401,Sask.,2021-12-30,2021-12-30,Case management,Case management — self-isolation,"Who: Government of Saskatchewan 
What: Announced fully vaccinated asymptomatic residents who receive a positive COVID-19 result on a rapid antigen test or PCR test will be required to self-isolate for 5 days, down from 10 days
Effective until:",https://www.saskatchewan.ca/government/news-and-media/2021/december/30/updating-covid-19-testing-and-case-management-guidelines,Not applicable,Easing,Provincial/territorial,No
SK402,Sask.,2022-01-04,2022-01-04,Vaccine,Vaccine — population to be vaccinated,"Who: Government of Saskatchewan
What: Announced all individuals who are moderately to severely immunocompromised and have had 3 doses for their primary COVID-19 vaccination series are eligible to receive a 4th dose at least 3 months after their 3rd dose 
Effective until:",https://www.saskatchewan.ca/government/news-and-media/2022/january/04/stick-it-to-covid--at-risk-populations-eligible-for-fourth-doses,Not applicable,Not applicable,Provincial/territorial,No
